,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/25/2020,12:00 (ET),NOP@MIA,Miami Heat,"Butler, Jimmy",Available,Injury/Illness - Right Ankle; Sprain
1,,,,,"Strus, Max",Out,Coach's Decision
2,,,,,"Vincent, Gabe",Out,Injury/Illness - Right Knee; Procedure
3,,,,New Orleans Pelicans,"Gabriel, Wenyen",Out,Injury/Illness - Right Knee/quadriceps; Tendinosis
4,,,,,"Magnay, Will",Out,Not With Team
5,,02:30 (ET),GSW@MIL,Golden State Warriors,"Green, Draymond",Out,Injury/Illness - Right Foot; Soreness
6,,,,,"Smailagic, Alen",Out,Injury/Illness - Right Knee; Soreness
7,,,,,"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Repair
8,,,,Milwaukee Bucks,"Augustin, D.J.",Available,Injury/Illness - Left Calf; Strain
9,,05:00 (ET),BKN@BOS,Boston Celtics,"Fall, Tacko",Out,Injury/Illness - Right Eye; Irritation
10,,,,,"Langford, Romeo",Out,Injury/Illness - Right Wrist; Surgery
11,,,,,"Walker, Kemba",Out,Injury/Illness - Left Knee; Injury Recovery
12,,,,,"Williams III, Robert",Out,Injury/Illness - Illness; Illness
13,,,,Brooklyn Nets,"Claxton, Nicolas",Out,Injury/Illness - Right Knee; Tendinopathy
14,,08:00 (ET),DAL@LAL,Dallas Mavericks,"Porzingis, Kristaps",Out,Injury/Illness - Right Knee; Surgery
15,,,,Los Angeles Lakers,"Davis, Anthony",Available,Injury/Illness - Right Calf; Contusion
16,,,,,"James, LeBron",Available,Injury/Illness - Left Ankle; Soreness
17,,10:30 (ET),LAC@DEN,Denver Nuggets,"Green, JaMychal",Out,Injury/Illness - Left Calf; Strain
18,,,,,"Murray, Jamal",Probable,Injury/Illness - Left Calf; Tightness
19,,,,,"Whittington, Greg",Out,Injury/Illness - Left Knee; Strain
20,,,,LA Clippers,"Morris Sr., Marcus",Out,Injury/Illness - Right Knee; Soreness
21,12/26/2020,05:00 (ET),ATL@MEM,Atlanta Hawks,"Capela, Clint",Doubtful,Injury/Illness - Left Achilles; Soreness
22,,,,,"Dunn, Kris",Out,Injury/Illness - Right Knee; Cartilage Disruption
23,,,,,"Gallinari, Danilo",Doubtful,Injury/Illness - Left Foot; Contusion
24,,,,,"Goodwin, Brandon",Questionable,Injury/Illness - Right Elbow; Sprain
25,,,,,"Okongwu, Onyeka",Out,Injury/Illness - Left Foot; Inflammation
26,,,,,"Rondo, Rajon",Out,Health and Safety Protocols
0,,,,,"Snell, Tony",Out,Injury/Illness - Right Foot; Inflammation
1,,,,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus surgery recovery
2,,,,,"Porter, Jontay",Out,Injury/Illness - Right Knee; Soreness
3,,,,,"Tillie, Killian",Out,Injury/Illness - Right Hamstring; Strain
4,,,,,"Tillman, Xavier",Out,Injury/Illness - Left Patellar; Tendinitis
5,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
6,,07:00 (ET),CLE@DET,Cleveland Cavaliers,"Dellavedova, Matthew",Out,Injury/Illness - Head; Concussion
7,,,,,"Exum, Dante",Questionable,Injury/Illness - Left Hip; Strain
8,,,,,"Love, Kevin",Questionable,Injury/Illness - Right Calf; Strain
9,,,,,"Porter Jr., Kevin",Out,Personal Reasons
10,,,,,"Windler, Dylan",Out,Injury/Illness - Left Hand; Fracture
11,,,,Detroit Pistons,"Lee, Saben",Out,G League - Two-Way
12,,,OKC@CHA,Charlotte Hornets,"Riller, Grant",Out,Injury/Illness - Left Knee; Injury
13,,,,,"Zeller, Cody",Out,Injury/Illness - Left Hand; Fracture
14,,,,Oklahoma City Thunder,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
15,,,ORL@WAS,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Injury Recovery
16,,,,,"Ennis III, James",Out,Injury/Illness - Right Calf/hamstring; Strain
17,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
18,,,,Washington Wizards,,,Injury/Illness - Bilateral Eye; Bi-lateral epidemic
19,,,,,"Hachimura, Rui",Out,
20,,,,,,,keratoconjunctivitis
21,,,,,"Mathews, Garrison",Out,G League - Two-Way
22,,,,,"Winston, Cassius",Out,G League - Two-Way
23,,07:30 (ET),PHI@NYK,New York Knicks,"Quickley, Immanuel",Doubtful,Injury/Illness - Left hip; sore
24,,,,,"Rivers, Austin",Out,Injury/Illness - Groin; sore
25,,,,,"Spellman, Omari",Out,Injury/Illness - Right Knee; sore
26,,,,,"Toppin, Obi",Doubtful,Injury/Illness - Right calf; sore
27,,08:00 (ET),IND@CHI,Chicago Bulls,"Young, Thaddeus",Out,Injury/Illness - Left Lower Leg; Infection
0,,,,Indiana Pacers,"Bitadze, Goga",Out,Injury/Illness - Right Ankle; Sprain
1,,,,,"Bowen II, Brian",Out,Injury/Illness - Left Groin; Partial Tear
2,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn ACL
3,,08:30 (ET),TOR@SAS,San Antonio Spurs,"Weatherspoon, Quinndary",Out,Injury/Illness - Left Knee; Surgery
4,,,,,"White, Derrick",Out,Injury/Illness - Left Toe; Surgery
5,,,,Toronto Raptors,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Surgery - rehabilitation
6,,09:00 (ET),MIN@UTA,Minnesota Timberwolves,"McLaughlin, Jordan",Questionable,Health and Safety Protocols
7,,,,,"Nowell, Jaylen",Out,Injury/Illness - Left Soleus; Strain
8,,,,Utah Jazz,"Favors, Derrick",Probable,Injury/Illness - Right Knee; Soreness
9,,10:00 (ET),HOU@POR,Houston Rockets,"Clemons, Chris",Out,Injury/Illness - Right Achilles; Surgery
10,,,,,"Cousins, DeMarcus",Out,Health and Safety Protocols
11,,,,,"Gordon, Eric",Out,Health and Safety Protocols
12,,,,,"Jones, Mason",Out,Health and Safety Protocols
13,,,,,"Martin Jr., Kenyon",Out,Not With Team - Self Isolating
14,,,,,"McLemore, Ben",Out,Not With Team - Self Isolating
15,,,,,"Wall, John",Out,Health and Safety Protocols
16,,,,Portland Trail Blazers,"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture
17,,,,,"Little, Nassir",Out,Health and Safety Protocols
18,,,PHX@SAC,Phoenix Suns,"Nader, Abdel",Out,Injury/Illness - N/a; Concussion protocol
19,,,,,"Saric, Dario",Out,Injury/Illness - Right Quad; Soreness
20,,,,Sacramento Kings,"Jeffries, DaQuan",Doubtful,Injury/Illness - Back; Soreness
21,,,,,"Parker, Jabari",Probable,Injury/Illness - Back; Tightness
