,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/25/2020,12:00 (ET),NOP@MIA,Miami Heat,"Butler, Jimmy",Available,Injury/Illness - Right Ankle; Sprain
1,,,,,"Strus, Max",Out,Coach's Decision
2,,,,,"Vincent, Gabe",Out,Injury/Illness - Right Knee; Procedure
3,,,,New Orleans Pelicans,"Gabriel, Wenyen",Out,Injury/Illness - Right Knee/quadriceps; Tendinosis
4,,,,,"Magnay, Will",Out,Not With Team
5,,02:30 (ET),GSW@MIL,Golden State Warriors,"Green, Draymond",Out,Injury/Illness - Right Foot; Soreness
6,,,,,"Smailagic, Alen",Out,Injury/Illness - Right Knee; Soreness
7,,,,,"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Repair
8,,,,Milwaukee Bucks,"Augustin, D.J.",Available,Injury/Illness - Left Calf; Strain
9,,05:00 (ET),BKN@BOS,Boston Celtics,"Fall, Tacko",Out,Injury/Illness - Right Eye; Irritation
10,,,,,"Langford, Romeo",Out,Injury/Illness - Right Wrist; Surgery
11,,,,,"Walker, Kemba",Out,Injury/Illness - Left Knee; Injury Recovery
12,,,,,"Williams III, Robert",Out,Injury/Illness - Illness; Illness
13,,,,Brooklyn Nets,"Claxton, Nicolas",Out,Injury/Illness - Right Knee; Tendinopathy
14,,08:00 (ET),DAL@LAL,Dallas Mavericks,"Porzingis, Kristaps",Out,Injury/Illness - Right Knee; Surgery
15,,,,Los Angeles Lakers,"Davis, Anthony",Probable,Injury/Illness - Right Calf; Contusion
16,,,,,"James, LeBron",Probable,Injury/Illness - Left Ankle; Soreness
17,,10:30 (ET),LAC@DEN,Denver Nuggets,"Green, JaMychal",Out,Injury/Illness - Left Calf; Strain
18,,,,,"Murray, Jamal",Probable,Injury/Illness - Left Calf; Tightness
19,,,,,"Whittington, Greg",Out,Injury/Illness - Left Knee; Strain
20,,,,LA Clippers,"Morris Sr., Marcus",Out,Injury/Illness - Right Knee; Soreness
21,12/26/2020,05:00 (ET),ATL@MEM,Atlanta Hawks,,,NOT YET SUBMITTED
22,,,,Memphis Grizzlies,,,NOT YET SUBMITTED
23,,07:00 (ET),CLE@DET,Cleveland Cavaliers,"Dellavedova, Matthew",Out,Injury/Illness - Head; Concussion
24,,,,,"Exum, Dante",Questionable,Injury/Illness - Left Hip; Strain
25,,,,,"Love, Kevin",Questionable,Injury/Illness - Right Calf; Strain
26,,,,,"Porter Jr., Kevin",Out,Personal Reasons
0,,,,,"Windler, Dylan",Out,Injury/Illness - Left Hand; Fracture
1,,,,Detroit Pistons,"Lee, Saben",Out,G League - Two-Way
2,,,OKC@CHA,Charlotte Hornets,"Riller, Grant",Out,Injury/Illness - Left Knee; Injury
3,,,,,"Zeller, Cody",Out,Injury/Illness - Left Hand; Fracture
4,,,,Oklahoma City Thunder,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
5,,,ORL@WAS,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Injury Recovery
6,,,,,"Ennis III, James",Out,Injury/Illness - Right Calf/hamstring; Strain
7,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
8,,,,Washington Wizards,,,Injury/Illness - Bilateral Eye; Bi-lateral epidemic
9,,,,,"Hachimura, Rui",Out,
10,,,,,,,keratoconjunctivitis
11,,,,,"Mathews, Garrison",Out,G League - Two-Way
12,,,,,"Winston, Cassius",Out,G League - Two-Way
13,,07:30 (ET),PHI@NYK,New York Knicks,"Quickley, Immanuel",Doubtful,Injury/Illness - Left hip; sore
14,,,,,"Rivers, Austin",Out,Injury/Illness - Groin; sore
15,,,,,"Spellman, Omari",Out,Injury/Illness - Right Knee; sore
16,,,,,"Toppin, Obi",Doubtful,Injury/Illness - Right calf; sore
17,,08:00 (ET),IND@CHI,Chicago Bulls,,,NOT YET SUBMITTED
18,,,,Indiana Pacers,,,NOT YET SUBMITTED
19,,08:30 (ET),TOR@SAS,San Antonio Spurs,"Weatherspoon, Quinndary",Out,Injury/Illness - Left Knee; Surgery
20,,,,,"White, Derrick",Out,Injury/Illness - Left Toe; Surgery
21,,,,Toronto Raptors,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Surgery - rehabilitation
22,,09:00 (ET),MIN@UTA,Minnesota Timberwolves,,,NOT YET SUBMITTED
23,,,,Utah Jazz,,,NOT YET SUBMITTED
24,,10:00 (ET),HOU@POR,Houston Rockets,"Clemons, Chris",Out,Injury/Illness - Right Achilles; Surgery
25,,,,,"Cousins, DeMarcus",Out,Health and Safety Protocols
26,,,,,"Gordon, Eric",Out,Health and Safety Protocols
27,,,,,"Jones, Mason",Out,Health and Safety Protocols
0,,,,,"Martin Jr., Kenyon",Out,Not With Team - Self Isolating
1,,,,,"McLemore, Ben",Out,Not With Team - Self Isolating
2,,,,,"Wall, John",Out,Health and Safety Protocols
3,,,,Portland Trail Blazers,,,NOT YET SUBMITTED
4,,,PHX@SAC,Phoenix Suns,,,NOT YET SUBMITTED
5,,,,Sacramento Kings,,,NOT YET SUBMITTED
