,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/28/2020,07:30 (ET),DET@ATL,Atlanta Hawks,"Capela, Clint",Probable,Injury/Illness - Left Achilles; Soreness
1,,,,,"Dunn, Kris",Out,Injury/Illness - Right Ankle; Surgery
2,,,,,"Gallinari, Danilo",Questionable,Injury/Illness - Left Foot; Contusion
3,,,,,"Okongwu, Onyeka",Out,Injury/Illness - Left Foot; Inflammation
4,,,,,"Snell, Tony",Out,Injury/Illness - Right Foot; Inflammation
5,,,,Detroit Pistons,"Doumbouya, Sekou",Probable,Injury/Illness - Right Foot; Soreness
6,,,,,"Griffin, Blake",Out,Injury/Illness - Left Knee; Injury Management
7,,,,,"Okafor, Jahlil",Questionable,Injury/Illness - Right Ankle; Sprain
8,,,,,"Rose, Derrick",Out,Rest
9,,,MEM@BKN,Brooklyn Nets,"Claxton, Nicolas",Out,Injury/Illness - Right Knee; Tendinopathy
10,,,,,"Dinwiddie, Spencer",Out,Injury/Illness - Right Knee; Partially Torn ACL
11,,,,,"Durant, Kevin",Out,Injury/Illness - Right Achilles Tendon Surgery; Injury Recovery
12,,,,,"Green, Jeff",Available,Injury/Illness - Right Over Eye; Stitches
13,,,,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus surgery recovery
14,,,,,"Melton, De'Anthony",Out,Health and Safety Protocols
15,,,,,"Porter, Jontay",Out,Injury/Illness - Right Knee; Soreness
16,,,,,"Tillie, Killian",Out,Injury/Illness - Right Hamstring; Strain
17,,,,,"Tillman, Xavier",Out,Injury/Illness - Left Patellar; Tendinitis
18,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
19,,08:00 (ET),UTA@OKC,Oklahoma City Thunder,"Ariza, Trevor",Out,Not With Team
20,,,,,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
21,,,,Utah Jazz,"Favors, Derrick",Probable,Injury/Illness - Right Knee; Soreness
22,,,,,"Harrison, Shaquille",Probable,Injury/Illness - Right Ankle; Sprain
23,,09:00 (ET),HOU@DEN,Denver Nuggets,"Green, JaMychal",Out,Injury/Illness - Left Calf; Strain
24,,,,,"Whittington, Greg",Out,Injury/Illness - Left Knee; Sprain
25,,,,Houston Rockets,"Clemons, Chris",Out,Injury/Illness - Right Achilles; Surgery
26,,,,,"Cousins, DeMarcus",Out,Health and Safety Protocols
0,,,,,"Gordon, Eric",Out,Health and Safety Protocols
1,,,,,"Jones, Mason",Out,Health and Safety Protocols
2,,,,,"Martin Jr., Kenyon",Out,Not With Team - Self Isolating
3,,,,,"McLemore, Ben",Out,Not With Team - Self Isolating
4,,,,,"Wall, John",Out,Health and Safety Protocols
5,,10:00 (ET),POR@LAL,Los Angeles Lakers,,,NOT YET SUBMITTED
6,,,,Portland Trail Blazers,"Anthony, Carmelo",Out,Health and Safety Protocols
7,,,,,"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture
8,,,,,"Little, Nassir",Out,Health and Safety Protocols
9,12/29/2020,07:00 (ET),BOS@IND,Boston Celtics,,,NOT YET SUBMITTED
10,,,,Indiana Pacers,,,NOT YET SUBMITTED
11,,,CHI@WAS,Chicago Bulls,"Markkanen, Lauri",Questionable,Injury/Illness - Left Lower Leg; Contusion
12,,,,,"Young, Thaddeus",Probable,Injury/Illness - Left Lower Leg; Infection
13,,,,Washington Wizards,,,NOT YET SUBMITTED
14,,,GSW@DET,Detroit Pistons,,,NOT YET SUBMITTED
15,,,,Golden State Warriors,,,NOT YET SUBMITTED
16,,,NYK@CLE,Cleveland Cavaliers,,,NOT YET SUBMITTED
17,,,,New York Knicks,,,NOT YET SUBMITTED
18,,,TOR@PHI,Philadelphia 76ers,,,NOT YET SUBMITTED
19,,,,Toronto Raptors,,,NOT YET SUBMITTED
20,,07:30 (ET),MIL@MIA,Miami Heat,,,NOT YET SUBMITTED
21,,,,Milwaukee Bucks,,,NOT YET SUBMITTED
22,,08:00 (ET),ORL@OKC,Oklahoma City Thunder,,,NOT YET SUBMITTED
23,,,,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Injury Recovery
24,,,,,"Ennis III, James",Out,Injury/Illness - Right Calf/hamstring; Strain
25,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
26,,10:00 (ET),DEN@SAC,Denver Nuggets,,,NOT YET SUBMITTED
0,,,,Sacramento Kings,,,NOT YET SUBMITTED
1,,,MIN@LAC,LA Clippers,,,NOT YET SUBMITTED
2,,,,Minnesota Timberwolves,,,NOT YET SUBMITTED
3,,,NOP@PHX,New Orleans Pelicans,,,NOT YET SUBMITTED
4,,,,Phoenix Suns,,,NOT YET SUBMITTED
