,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/28/2020,07:30 (ET),DET@ATL,Atlanta Hawks,"Capela, Clint",Probable,Injury/Illness - Left Achilles; Soreness
1,,,,,"Dunn, Kris",Out,Injury/Illness - Right Ankle; Surgery
2,,,,,"Gallinari, Danilo",Questionable,Injury/Illness - Left Foot; Contusion
3,,,,,"Okongwu, Onyeka",Out,Injury/Illness - Left Foot; Inflammation
4,,,,,"Snell, Tony",Out,Injury/Illness - Right Foot; Inflammation
5,,,,Detroit Pistons,"Doumbouya, Sekou",Probable,Injury/Illness - Right Foot; Soreness
6,,,,,"Griffin, Blake",Out,Injury/Illness - Left Knee; Injury Management
7,,,,,"Okafor, Jahlil",Questionable,Injury/Illness - Right Ankle; Sprain
8,,,,,"Rose, Derrick",Out,Rest
9,,,MEM@BKN,Brooklyn Nets,"Claxton, Nicolas",Out,Injury/Illness - Right Knee; Tendinopathy
10,,,,,"Dinwiddie, Spencer",Out,Injury/Illness - Right Knee; Partially Torn ACL
11,,,,,"Durant, Kevin",Out,Injury/Illness - Right Achilles Tendon Surgery; Injury Recovery
12,,,,,"Green, Jeff",Available,Injury/Illness - Right Over Eye; Stitches
13,,,,,"Irving, Kyrie",Out,Rest - Right Shoulder Recovery
14,,,,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus surgery recovery
15,,,,,"Melton, De'Anthony",Out,Health and Safety Protocols
16,,,,,"Porter, Jontay",Out,Injury/Illness - Right Knee; Soreness
17,,,,,"Tillie, Killian",Out,Injury/Illness - Right Hamstring; Strain
18,,,,,"Tillman, Xavier",Out,Injury/Illness - Left Patellar; Tendinitis
19,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
20,,08:00 (ET),UTA@OKC,Oklahoma City Thunder,"Ariza, Trevor",Out,Not With Team
21,,,,,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
22,,,,Utah Jazz,"Favors, Derrick",Probable,Injury/Illness - Right Knee; Soreness
23,,,,,"Harrison, Shaquille",Probable,Injury/Illness - Right Ankle; Sprain
24,,09:00 (ET),HOU@DEN,Denver Nuggets,"Green, JaMychal",Out,Injury/Illness - Left Calf; Strain
25,,,,,"Whittington, Greg",Out,Injury/Illness - Left Knee; Sprain
26,,,,Houston Rockets,"Clemons, Chris",Out,Injury/Illness - Right Achilles; Surgery
0,,,,,"Cousins, DeMarcus",Out,Health and Safety Protocols
1,,,,,"Gordon, Eric",Out,Health and Safety Protocols
2,,,,,"Jones, Mason",Out,Health and Safety Protocols
3,,,,,"Martin Jr., Kenyon",Out,Not With Team - Self Isolating
4,,,,,"McLemore, Ben",Out,Not With Team - Self Isolating
5,,,,,"Wall, John",Out,Health and Safety Protocols
6,,10:00 (ET),POR@LAL,Los Angeles Lakers,"Caruso, Alex",Questionable,Injury/Illness - Right Hand; Strain
7,,,,,"Davis, Anthony",Probable,Injury/Illness - Right Calf; Contusion
8,,,,,"James, LeBron",Questionable,Injury/Illness - Left Ankle; Sprain
9,,,,Portland Trail Blazers,"Anthony, Carmelo",Out,Health and Safety Protocols
10,,,,,"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture
11,,,,,"Little, Nassir",Out,Health and Safety Protocols
12,12/29/2020,07:00 (ET),BOS@IND,Boston Celtics,"Fall, Tacko",Out,Injury/Illness - Right Eye; Irritation
13,,,,,"Langford, Romeo",Out,Injury/Illness - Right Wrist; Surgery
14,,,,,"Walker, Kemba",Out,Injury/Illness - Left Knee; Injury Recovery
15,,,,Indiana Pacers,"Bitadze, Goga",Out,Injury/Illness - Right Ankle; Sprain
16,,,,,"Bowen II, Brian",Out,Injury/Illness - Left Groin; Partial Tear
17,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn ACL
18,,,,,"Sumner, Edmond",Questionable,Injury/Illness - Not Available; Illness
19,,,CHI@WAS,Chicago Bulls,"Markkanen, Lauri",Questionable,Injury/Illness - Left Lower Leg; Contusion
20,,,,,"Young, Thaddeus",Probable,Injury/Illness - Left Lower Leg; Infection
21,,,,Washington Wizards,,,Injury/Illness - Bilateral Eye; Bi-lateral epidemic
22,,,,,"Hachimura, Rui",Out,
23,,,,,,,keratoconjunctivitis
24,,,,,"Winston, Cassius",Out,G League - Two-Way
25,,,GSW@DET,Detroit Pistons,,,NOT YET SUBMITTED
26,,,,Golden State Warriors,"Chriss, Marquese",Out,Injury/Illness - Right Syndesmosis; Injury with Fibular Fracture
27,,,,,"Green, Draymond",Out,Injury/Illness - Right Foot; Soreness
0,,,,,"Smailagic, Alen",Out,Injury/Illness - Right Knee; Soreness
1,,,,,"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Repair
2,,,NYK@CLE,Cleveland Cavaliers,"Dellavedova, Matthew",Out,Injury/Illness - Head; Concussion
3,,,,,"Love, Kevin",Out,Injury/Illness - Right Calf; Strain
