,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/28/2020,07:30 (ET),DET@ATL,Atlanta Hawks,"Capela, Clint",Available,Injury/Illness - Left Achilles; Soreness
1,,,,,"Dunn, Kris",Out,Injury/Illness - Right Ankle; Surgery
2,,,,,"Gallinari, Danilo",Out,Injury/Illness - Left Foot; Contusion
3,,,,,"Okongwu, Onyeka",Out,Injury/Illness - Left Foot; Inflammation
4,,,,,"Snell, Tony",Out,Injury/Illness - Right Foot; Inflammation
5,,,,Detroit Pistons,"Doumbouya, Sekou",Available,Injury/Illness - Right Foot; Soreness
6,,,,,"Griffin, Blake",Out,Injury/Illness - Left Knee; Injury Management
7,,,,,"Jackson, Frank",Out,Not With Team
8,,,,,"Okafor, Jahlil",Out,Injury/Illness - Right Ankle; Sprain
9,,,,,"Rose, Derrick",Out,Rest
10,,,MEM@BKN,Brooklyn Nets,"Claxton, Nicolas",Out,Injury/Illness - Right Knee; Tendinopathy
11,,,,,"Dinwiddie, Spencer",Out,Injury/Illness - Right Knee; Partially Torn ACL
12,,,,,"Durant, Kevin",Out,Injury/Illness - Right Achilles Tendon Surgery; Injury Recovery
13,,,,,"Green, Jeff",Available,Injury/Illness - Right Over Eye; Stitches
14,,,,,"Irving, Kyrie",Out,Rest - Right Shoulder Recovery
15,,,,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus surgery recovery
16,,,,,"Melton, De'Anthony",Out,Health and Safety Protocols
17,,,,,"Porter, Jontay",Out,Injury/Illness - Right Knee; Soreness
18,,,,,"Tillie, Killian",Out,Injury/Illness - Right Hamstring; Strain
19,,,,,"Tillman, Xavier",Out,Injury/Illness - Left Patellar; Tendinitis
20,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
21,,08:00 (ET),UTA@OKC,Oklahoma City Thunder,"Ariza, Trevor",Out,Not With Team
22,,,,,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
23,,,,Utah Jazz,"Favors, Derrick",Available,Injury/Illness - Right Knee; Soreness
24,,,,,"Harrison, Shaquille",Available,Injury/Illness - Right Ankle; Sprain
