,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,08/01/2020,01:00 (ET),MIA@DEN,Denver Nuggets,"Barton, Will",Out,Injury/Illness - Right knee; Soreness
1,,,,,"Cancar, Vlatko",Out,Injury/Illness - Left Foot; Fracture
2,,,,,"Harris, Gary",Out,Injury/Illness - Right hip; Muscle strain
3,,,,,"Murray, Jamal",Out,Injury/Illness - Left hamstring; Tightness
4,,06:00 (ET),NOP@LAC,LA Clippers,"Coffey, Amir",Available,-
5,,,,,"Harrell, Montrezl",Out,Not With Team
6,,,,,"Williams, Lou",Out,Not With Team - Self Isolating
7,,07:00 (ET),PHI@IND,Indiana Pacers,"Bitadze, Goga",Questionable,Injury/Illness - Left Knee; Sore Left Knee
8,,,,,"Brogdon, Malcolm",Questionable,Injury/Illness - Not Available; Cervical Strain
9,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn Left ACL
10,,,,,"Sabonis, Domantas",Out,Injury/Illness - Left Foot; Left Foot Plantar Fasciitis
11,,,,Philadelphia 76ers,"Neto, Raul",Available,Injury/Illness - Back; Lower back tightness
12,,,,,"Robinson III, Glenn",Out,Injury/Illness - Left Hip; Pointer
13,,,,,"Scott, Mike",Out,Injury/Illness - Right Knee; Soreness
14,,08:30 (ET),LAL@TOR,Los Angeles Lakers,"Davis, Anthony",Probable,Injury/Illness - Right eye; Sore right eye
15,,,,,"James, LeBron",Probable,Injury/Illness - Right groin; Sore right groin
16,,,,,"Kuzma, Kyle",Probable,Injury/Illness - Right ankle; Right ankle sprain
17,,,,,"Rondo, Rajon",Out,Injury/Illness - Right Thumb; Surgery - right thumb
18,,,,Toronto Raptors,"Brissett, Oshae",Out,Injury/Illness - Right Knee; Soreness
19,,,,,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Soreness
20,08/02/2020,02:00 (ET),WAS@BKN,Brooklyn Nets,"Crawford, Jamal",Questionable,Injury/Illness - N/a; Conditioning
21,,,,Washington Wizards,"Mathews, Garrison",Out,Not With Team
22,,03:30 (ET),POR@BOS,Portland Trail Blazers,"Adams, Jaylen",Questionable,Injury/Illness - Back; Low back pain
23,,04:00 (ET),SAS@MEM,Memphis Grizzlies,"Jones, Tyus",Out,Injury/Illness - Right Knee; Soreness
24,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
25,,,,San Antonio Spurs,"Belinelli, Marco",Doubtful,Injury/Illness - Left Foot; Sprain
26,,,,,"Forbes, Bryn",Out,Injury/Illness - Right Quad; Tightness
0,,,,,"Lyles, Trey",Out,"Injury/Illness - "" ""; Appendectomy"
1,,06:00 (ET),SAC@ORL,Orlando Magic,"Iwundu, Wes",Questionable,Injury/Illness - Neck; Soreness/Stiffness
2,,,,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
3,,,,,"Len, Alex",Out,Injury/Illness - -; Re-Conditioning
4,,08:30 (ET),MIL@HOU,Houston Rockets,"Caboclo, Bruno",Out,Injury/Illness - Right Ankle; Sprain
5,,,,,"Gordon, Eric",Out,Injury/Illness - Left Ankle; Sprain
6,,,,Milwaukee Bucks,"Bledsoe, Eric",Out,Injury/Illness - Body; Return to play conditioning
7,,,,,"Connaughton, Pat",Out,Injury/Illness - Body; Return to play conditioning
8,,09:00 (ET),DAL@PHX,Dallas Mavericks,"Lee, Courtney",Out,Injury/Illness - Left Calf; Injury
9,,,,,"Powell, Dwight",Out,Injury/Illness - Right Achilles; Surgery
10,,,,Phoenix Suns,"Oubre Jr., Kelly",Out,Injury/Illness - Right Knee; Rehab
