,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/27/2020,03:30 (ET),DAL@LAC,Dallas Mavericks,"Porzingis, Kristaps",Out,Injury/Illness - Right Knee; Surgery
1,,,,LA Clippers,"Leonard, Kawhi",Out,Injury/Illness - Mouth; Laceration
2,,,,,"Morris Sr., Marcus",Out,Injury/Illness - Right Knee; Soreness
3,,07:00 (ET),BKN@CHA,Brooklyn Nets,"Claxton, Nicolas",Out,Injury/Illness - Right Knee; Tendinopathy
4,,,,Charlotte Hornets,"Zeller, Cody",Out,Injury/Illness - Left Hand; Fracture
5,,,ORL@WAS,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Injury Recovery
6,,,,,"Ennis III, James",Out,Injury/Illness - Right Calf/hamstring; Strain
7,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
8,,,,Washington Wizards,,,Injury/Illness - Bilateral Eye; Bi-lateral epidemic
9,,,,,"Hachimura, Rui",Out,
10,,,,,,,keratoconjunctivitis
11,,,,,"Mathews, Garrison",Out,G League - Two-Way
12,,,,,"Westbrook, Russell",Out,Rest - Rest
13,,,,,"Winston, Cassius",Out,G League - Two-Way
14,,,SAS@NOP,New Orleans Pelicans,"Gabriel, Wenyen",Out,Injury/Illness - Right Knee/quadriceps; Tendinosis
15,,,,San Antonio Spurs,"Weatherspoon, Quinndary",Out,Injury/Illness - Left Knee; Surgery
16,,,,,"White, Derrick",Out,Injury/Illness - Left Toe; Surgery
17,,07:30 (ET),MIL@NYK,New York Knicks,"Knox II, Kevin",Available,Injury/Illness - Left Knee; sore
18,,,,,"Quickley, Immanuel",Out,Injury/Illness - Left Hip; sore
19,,,,,"Rivers, Austin",Out,Injury/Illness - Groin; sore
20,,,,,"Smith Jr., Dennis",Out,Injury/Illness - Left Quadricep; contused
21,,,,,"Spellman, Omari",Out,Injury/Illness - Right Knee; sore
22,,,,,"Toppin, Obi",Out,Injury/Illness - Right Calf; strain
23,,,PHI@CLE,Cleveland Cavaliers,"Dellavedova, Matthew",Out,Injury/Illness - Head; Concussion
24,,,,,"Love, Kevin",Questionable,Injury/Illness - Right Calf; Strain
25,,,,,"Okoro, Isaac",Out,Injury/Illness - Left Foot; Sprain - Health and Safety Protocols
26,,,,,"Porter Jr., Kevin",Out,Personal Reasons
27,,,,,"Windler, Dylan",Out,Injury/Illness - Left Hand; Fracture
0,,,,Philadelphia 76ers,"Embiid, Joel",Out,Injury/Illness - Back; Tightness
1,,08:00 (ET),BOS@IND,Boston Celtics,"Fall, Tacko",Out,Injury/Illness - Right Eye; Irritation
2,,,,,"Langford, Romeo",Out,Injury/Illness - Right Wrist; Surgery
3,,,,,"Walker, Kemba",Out,Injury/Illness - Left Knee; Injury Recovery
4,,,,Indiana Pacers,"Bitadze, Goga",Out,Injury/Illness - Right Ankle; Sprain
5,,,,,"Bowen II, Brian",Out,Injury/Illness - Left Groin; Partial Tear
6,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn ACL
7,,,,,"Oladipo, Victor",Out,Injury/Illness - Right Knee; Right Knee Injury Management
8,,,,,"Sumner, Edmond",Out,Injury/Illness - Not Available; Illness
9,,,GSW@CHI,Chicago Bulls,"Young, Thaddeus",Out,Injury/Illness - Left Lower Leg; Infection
10,,,,Golden State Warriors,"Chriss, Marquese",Out,Injury/Illness - Right Syndesmosis; Injury with Fibular Fracture
11,,,,,"Green, Draymond",Out,Injury/Illness - Right Foot; Soreness
12,,,,,"Smailagic, Alen",Out,Injury/Illness - Right Knee; Soreness
13,,,,,"Thompson, Klay",Out,Injury/Illness - Right Achilles Tendon; Repair
14,,09:00 (ET),PHX@SAC,Phoenix Suns,"Nader, Abdel",Out,Injury/Illness - N/a; Concussion protocol
15,,,,,"Saric, Dario",Out,Injury/Illness - Right Quad; Soreness
16,,,,,"Smith, Jalen",Out,Injury/Illness - Left Ankle; Sprain
17,,,,Sacramento Kings,"Jeffries, DaQuan",Out,Injury/Illness - Back; Soreness
18,,10:00 (ET),MIN@LAL,Los Angeles Lakers,"Davis, Anthony",Out,Injury/Illness - Right Calf; Contusion
19,,,,,"James, LeBron",Available,Injury/Illness - Left Ankle; Soreness
20,,,,Minnesota Timberwolves,"Nowell, Jaylen",Out,Injury/Illness - Left Soleus; Strain
21,,,,,"Towns, Karl-Anthony",Out,Injury/Illness - Left Perilunate; Subluxation
22,12/28/2020,07:30 (ET),DET@ATL,Atlanta Hawks,"Capela, Clint",Probable,Injury/Illness - Left Achilles; Soreness
23,,,,,"Dunn, Kris",Out,Injury/Illness - Right Ankle; Surgery
24,,,,,"Gallinari, Danilo",Questionable,Injury/Illness - Left Foot; Contusion
25,,,,,"Okongwu, Onyeka",Out,Injury/Illness - Left Foot; Inflammation
26,,,,,"Snell, Tony",Out,Injury/Illness - Right Foot; Inflammation
0,,,,Detroit Pistons,"Doumbouya, Sekou",Probable,Injury/Illness - Right Foot; Soreness
1,,,,,"Griffin, Blake",Out,Injury/Illness - Left Knee; Injury Management
2,,,,,"Okafor, Jahlil",Questionable,Injury/Illness - Right Ankle; Sprain
3,,,,,"Rose, Derrick",Out,Rest
4,,,MEM@BKN,Brooklyn Nets,,,NOT YET SUBMITTED
