,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,08/10/2020,02:30 (ET),OKC@PHX,Oklahoma City Thunder,"Adams, Steven",Out,Injury/Illness - Left Lower Leg; Contusion
1,,,,,"Gallinari, Danilo",Out,Injury/Illness - Left Ankle; Injury Maintenance
2,,,,,"Gilgeous-Alexander, Shai",Out,Injury/Illness - Right Calf; Contusion
3,,,,,"Noel, Nerlens",Out,Injury/Illness - Right Ankle; Sprain
4,,,,,"Schroder, Dennis",Out,Personal Reasons
5,,,,Phoenix Suns,"Baynes, Aron",Out,Injury/Illness - Right Knee; Bone Contusion
6,,,,,"Okobo, Elie",Out,Injury/Illness - Right Ankle; Sprain
7,,,,,"Oubre Jr., Kelly",Out,Injury/Illness - Right Knee; Rehab
8,,03:00 (ET),DAL@UTA,Dallas Mavericks,"Curry, Seth",Available,Injury/Illness - Right Leg; Soreness
9,,,,,"Doncic, Luka",Out,Injury/Illness - Right Ankle; Injury Recovery
10,,,,,"Finney-Smith, Dorian",Out,Injury/Illness - Left Hip; Strain
11,,,,,"Lee, Courtney",Out,Injury/Illness - Left Calf; Injury
12,,,,,"Porzingis, Kristaps",Out,Injury/Illness - Left Knee; Injury Recovery
13,,,,,"Powell, Dwight",Out,Injury/Illness - Right Achilles; Surgery
14,,,,Utah Jazz,"Mitchell, Donovan",Out,Injury/Illness - Left Lower Leg; Peroneal strain
15,,,,,"Morgan, Juwan",Questionable,Injury/Illness - Right Knee; Soreness
16,,,,,"Williams-Goss, Nigel",Out,Injury/Illness - Left Ankle; Sprain
17,,06:30 (ET),TOR@MIL,Milwaukee Bucks,"Antetokounmpo, Giannis",Out,Injury/Illness - Tooth; Oral surgery
18,,,,Toronto Raptors,"Brissett, Oshae",Out,Injury/Illness - Right Knee; Soreness
19,,,,,"Ibaka, Serge",Questionable,Injury/Illness - Right Knee; Contusion
20,,,,,"Lowry, Kyle",Questionable,Injury/Illness - Back; Lower; soreness
21,,,,,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Soreness
22,,,,,"VanVleet, Fred",Questionable,Injury/Illness - Right Knee; Hyperextention
23,,08:00 (ET),IND@MIA,Indiana Pacers,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn Left ACL
24,,,,,"Sabonis, Domantas",Out,Injury/Illness - Left Foot; Left Foot Plantar Fasciitis
25,,,,,"Warren, T.J.",Questionable,Injury/Illness - Right Foot; Sore Right Foot
26,,,,Miami Heat,"Butler, Jimmy",Questionable,Injury/Illness - Right Foot; Soreness
0,,,,,"Dragic, Goran",Questionable,Injury/Illness - Left Ankle; Sprain
1,,,,,"Nunn, Kendrick",Out,Not With Team - Self Isolating
2,,,,,"Okpala, KZ",Out,Personal Reasons
3,,09:00 (ET),DEN@LAL,Denver Nuggets,"Barton, Will",Out,Injury/Illness - Right Knee; Soreness
4,,,,,"Cancar, Vlatko",Out,Injury/Illness - Left Foot; Fracture
5,,,,,"Grant, Jerami",Questionable,Injury/Illness - Right Knee; Soreness
6,,,,,"Harris, Gary",Out,Injury/Illness - Right Hip; Muscle strain
7,,,,Los Angeles Lakers,"Caldwell-Pope, Kentavious",Out,Injury/Illness - Right foot; Right foot contusion
8,,,,,"Caruso, Alex",Probable,Injury/Illness - Left Neck; Left neck muscle spasms
9,,,,,"Davis, Anthony",Probable,Injury/Illness - Right Ankle; Sprained right ankle
10,,,,,"Green, Danny",Probable,Injury/Illness - Right Hip; Sore right hip
11,,,,,"Howard, Dwight",Probable,Injury/Illness - Right Knee; Sore right knee
12,,,,,"James, LeBron",Probable,Injury/Illness - Right Groin; Sore right groin
13,,,,,"Morris, Markieff",Probable,Injury/Illness - Left Hip; Left hip contusion
14,,,,,"Rondo, Rajon",Out,"Injury/Illness - Right Thumb; Surgery, right thumb"
15,08/11/2020,01:00 (ET),BKN@ORL,Brooklyn Nets,,,NOT YET SUBMITTED
16,,,,Orlando Magic,"Carter-Williams, Michael",Doubtful,Injury/Illness - Left Foot; Strained Tendon
17,,,,,"Fournier, Evan",Doubtful,Injury/Illness - N/A; Non-Covid Illness
18,,,,,"Gordon, Aaron",Doubtful,Injury/Illness - Left Hamstring; Strain
19,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Torn ACL
20,,,,,"Ross, Terrence",Out,Injury/Illness - N/A; Non-Covid Medical Tests/Off-Campus
21,,02:00 (ET),HOU@SAS,Houston Rockets,,,NOT YET SUBMITTED
22,,,,San Antonio Spurs,,,NOT YET SUBMITTED
23,,04:30 (ET),PHX@PHI,Philadelphia 76ers,,,NOT YET SUBMITTED
24,,,,Phoenix Suns,,,NOT YET SUBMITTED
25,,05:00 (ET),BOS@MEM,Boston Celtics,,,NOT YET SUBMITTED
26,,,,Memphis Grizzlies,,,NOT YET SUBMITTED
0,,06:30 (ET),POR@DAL,Dallas Mavericks,,,NOT YET SUBMITTED
1,,,,Portland Trail Blazers,,,NOT YET SUBMITTED
2,,09:00 (ET),MIL@WAS,Milwaukee Bucks,,,NOT YET SUBMITTED
3,,,,Washington Wizards,,,NOT YET SUBMITTED
4,,,NOP@SAC,New Orleans Pelicans,"Holiday, Jrue",Out,Injury/Illness - Right Elbow; Contusion
5,,,,,"Ingram, Brandon",Out,Injury/Illness - Right Knee; Soreness
6,,,,,"Williamson, Zion",Out,Injury/Illness - Right Knee; Soreness
7,,,,Sacramento Kings,,,NOT YET SUBMITTED
