,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/26/2020,05:00 (ET),ATL@MEM,Atlanta Hawks,"Capela, Clint",Out,Injury/Illness - Left Achilles; Soreness
1,,,,,"Dunn, Kris",Out,Injury/Illness - Right Knee; Cartilage Disruption
2,,,,,"Gallinari, Danilo",Questionable,Injury/Illness - Left Foot; Contusion
3,,,,,"Goodwin, Brandon",Probable,Injury/Illness - Right Elbow; Sprain
4,,,,,"Okongwu, Onyeka",Out,Injury/Illness - Left Foot; Inflammation
5,,,,,"Rondo, Rajon",Available,Health and Safety Protocols
6,,,,,"Snell, Tony",Out,Injury/Illness - Right Foot; Inflammation
7,,,,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus surgery recovery
8,,,,,"Melton, De'Anthony",Out,Health and Safety Protocols
9,,,,,"Porter, Jontay",Out,Injury/Illness - Right Knee; Soreness
10,,,,,"Tillie, Killian",Out,Injury/Illness - Right Hamstring; Strain
11,,,,,"Tillman, Xavier",Out,Injury/Illness - Left Patellar; Tendinitis
12,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
13,,07:00 (ET),CLE@DET,Cleveland Cavaliers,"Dellavedova, Matthew",Out,Injury/Illness - Head; Concussion
14,,,,,"Exum, Dante",Questionable,Injury/Illness - Left Hip; Strain
15,,,,,"Love, Kevin",Questionable,Injury/Illness - Right Calf; Strain
16,,,,,"Porter Jr., Kevin",Out,Personal Reasons
17,,,,,"Windler, Dylan",Out,Injury/Illness - Left Hand; Fracture
18,,,,Detroit Pistons,"Lee, Saben",Out,G League - Two-Way
19,,,OKC@CHA,Charlotte Hornets,"Riller, Grant",Out,Injury/Illness - Left Knee; Injury
20,,,,,"Zeller, Cody",Out,Injury/Illness - Left Hand; Fracture
21,,,,Oklahoma City Thunder,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
22,,,ORL@WAS,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Injury Recovery
23,,,,,"Ennis III, James",Out,Injury/Illness - Right Calf/hamstring; Strain
24,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Injury Recovery
25,,,,Washington Wizards,,,Injury/Illness - Bilateral Eye; Bi-lateral epidemic
26,,,,,"Hachimura, Rui",Out,
27,,,,,,,keratoconjunctivitis
0,,,,,"Mathews, Garrison",Out,G League - Two-Way
1,,,,,"Winston, Cassius",Out,G League - Two-Way
2,,07:30 (ET),PHI@NYK,New York Knicks,"Quickley, Immanuel",Doubtful,Injury/Illness - Left hip; sore
3,,,,,"Rivers, Austin",Out,Injury/Illness - Groin; sore
4,,,,,"Spellman, Omari",Out,Injury/Illness - Right Knee; sore
5,,,,,"Toppin, Obi",Doubtful,Injury/Illness - Right calf; sore
6,,08:00 (ET),IND@CHI,Chicago Bulls,"Young, Thaddeus",Out,Injury/Illness - Left Lower Leg; Infection
7,,,,Indiana Pacers,"Bitadze, Goga",Out,Injury/Illness - Right Ankle; Sprain
8,,,,,"Bowen II, Brian",Out,Injury/Illness - Left Groin; Partial Tear
9,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn ACL
10,,,,,"Sumner, Edmond",Questionable,Injury/Illness - Not Available; Illness
11,,08:30 (ET),TOR@SAS,San Antonio Spurs,"Weatherspoon, Quinndary",Out,Injury/Illness - Left Knee; Surgery
12,,,,,"White, Derrick",Out,Injury/Illness - Left Toe; Surgery
13,,,,Toronto Raptors,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Surgery - rehabilitation
14,,09:00 (ET),MIN@UTA,Minnesota Timberwolves,"McLaughlin, Jordan",Questionable,Health and Safety Protocols
15,,,,,"Nowell, Jaylen",Out,Injury/Illness - Left Soleus; Strain
16,,,,Utah Jazz,"Favors, Derrick",Probable,Injury/Illness - Right Knee; Soreness
17,,10:00 (ET),HOU@POR,Houston Rockets,"Clemons, Chris",Out,Injury/Illness - Right Achilles; Surgery
18,,,,,"Cousins, DeMarcus",Out,Health and Safety Protocols
19,,,,,"Gordon, Eric",Out,Health and Safety Protocols
20,,,,,"Jones, Mason",Out,Health and Safety Protocols
21,,,,,"Martin Jr., Kenyon",Out,Not With Team - Self Isolating
22,,,,,"McLemore, Ben",Out,Not With Team - Self Isolating
23,,,,,"Wall, John",Out,Health and Safety Protocols
24,,,,Portland Trail Blazers,"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture
25,,,,,"Little, Nassir",Out,Health and Safety Protocols
26,,,PHX@SAC,Phoenix Suns,"Nader, Abdel",Out,Injury/Illness - N/a; Concussion protocol
0,,,,,"Saric, Dario",Out,Injury/Illness - Right Quad; Soreness
1,,,,Sacramento Kings,"Jeffries, DaQuan",Doubtful,Injury/Illness - Back; Soreness
2,,,,,"Parker, Jabari",Probable,Injury/Illness - Back; Tightness
3,12/27/2020,03:30 (ET),DAL@LAC,Dallas Mavericks,,,NOT YET SUBMITTED
4,,,,LA Clippers,,,NOT YET SUBMITTED
5,,07:00 (ET),BKN@CHA,Brooklyn Nets,,,NOT YET SUBMITTED
6,,,,Charlotte Hornets,,,NOT YET SUBMITTED
7,,,ORL@WAS,Orlando Magic,,,NOT YET SUBMITTED
8,,,,Washington Wizards,,,NOT YET SUBMITTED
9,,,SAS@NOP,New Orleans Pelicans,,,NOT YET SUBMITTED
10,,,,San Antonio Spurs,,,NOT YET SUBMITTED
11,,07:30 (ET),MIL@NYK,Milwaukee Bucks,,,NOT YET SUBMITTED
12,,,,New York Knicks,,,NOT YET SUBMITTED
13,,,PHI@CLE,Cleveland Cavaliers,,,NOT YET SUBMITTED
14,,,,Philadelphia 76ers,,,NOT YET SUBMITTED
15,,08:00 (ET),BOS@IND,Boston Celtics,,,NOT YET SUBMITTED
16,,,,Indiana Pacers,,,NOT YET SUBMITTED
17,,,GSW@CHI,Chicago Bulls,,,NOT YET SUBMITTED
18,,,,Golden State Warriors,,,NOT YET SUBMITTED
19,,09:00 (ET),PHX@SAC,Phoenix Suns,,,NOT YET SUBMITTED
20,,,,Sacramento Kings,,,NOT YET SUBMITTED
21,,10:00 (ET),MIN@LAL,Los Angeles Lakers,,,NOT YET SUBMITTED
22,,,,Minnesota Timberwolves,,,NOT YET SUBMITTED
