,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,08/01/2020,01:00 (ET),MIA@DEN,Denver Nuggets,"Barton, Will",Out,Injury/Illness - Right knee; Soreness
1,,,,,"Cancar, Vlatko",Out,Injury/Illness - Left Foot; Fracture
2,,,,,"Harris, Gary",Out,Injury/Illness - Right hip; Muscle strain
3,,,,,"Murray, Jamal",Out,Injury/Illness - Left hamstring; Tightness
4,,06:00 (ET),NOP@LAC,LA Clippers,"Coffey, Amir",Questionable,Injury/Illness - Left Hip; Pointer
5,,,,,"Harrell, Montrezl",Out,Not With Team
6,,,,,"Williams, Lou",Out,Not With Team - Self Isolating
7,,07:00 (ET),PHI@IND,Indiana Pacers,"Bitadze, Goga",Questionable,Injury/Illness - Left Knee; Sore Left Knee
8,,,,,"Brogdon, Malcolm",Questionable,Injury/Illness - Not Available; Cervical Strain
9,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn Left ACL
10,,,,,"Sabonis, Domantas",Out,Injury/Illness - Left Foot; Left Foot Plantar Fasciitis
11,,,,Philadelphia 76ers,"Neto, Raul",Available,Injury/Illness - Back; Lower back tightness
12,,,,,"Robinson III, Glenn",Doubtful,Injury/Illness - Left Hip; Pointer
13,,,,,"Scott, Mike",Questionable,Injury/Illness - Right Knee; Soreness
14,,08:30 (ET),LAL@TOR,Los Angeles Lakers,"Davis, Anthony",Probable,Injury/Illness - Right eye; Sore right eye
15,,,,,"James, LeBron",Probable,Injury/Illness - Right groin; Sore right groin
16,,,,,"Kuzma, Kyle",Probable,Injury/Illness - Right ankle; Right ankle sprain
17,,,,,"Rondo, Rajon",Out,Injury/Illness - Right Thumb; Surgery - right thumb
18,,,,Toronto Raptors,"Brissett, Oshae",Doubtful,Injury/Illness - Right Knee; Soreness
19,,,,,"McCaw, Patrick",Doubtful,Injury/Illness - Left Knee; Soreness
20,08/02/2020,02:00 (ET),WAS@BKN,Brooklyn Nets,,,NOT YET SUBMITTED
21,,,,Washington Wizards,,,NOT YET SUBMITTED
22,,03:30 (ET),POR@BOS,Boston Celtics,,,NOT YET SUBMITTED
23,,,,Portland Trail Blazers,,,NOT YET SUBMITTED
24,,04:00 (ET),SAS@MEM,Memphis Grizzlies,,,NOT YET SUBMITTED
25,,,,San Antonio Spurs,,,NOT YET SUBMITTED
26,,06:00 (ET),SAC@ORL,Orlando Magic,"Iwundu, Wes",Questionable,Injury/Illness - Neck; Soreness/Stiffness
0,,,,Sacramento Kings,,,NOT YET SUBMITTED
1,,08:30 (ET),MIL@HOU,Houston Rockets,,,NOT YET SUBMITTED
2,,,,Milwaukee Bucks,,,NOT YET SUBMITTED
3,,09:00 (ET),DAL@PHX,Dallas Mavericks,,,NOT YET SUBMITTED
4,,,,Phoenix Suns,,,NOT YET SUBMITTED
