,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,07/31/2020,02:30 (ET),ORL@BKN,Brooklyn Nets,"Crawford, Jamal",Out,Injury/Illness - N/a; Conditioning
1,,,,,"Kurucs, Rodions",Available,Injury/Illness - Left Hip; Contusion
2,,,,Orlando Magic,"Iwundu, Wes",Out,Injury/Illness - Head; Neck Soreness/Stiffness
3,,,,,"Johnson, BJ",Out,Coach's Decision
4,,,,,"Law, Vic",Out,Coach's Decision
5,,04:00 (ET),MEM@POR,Memphis Grizzlies,"Jones, Tyus",Out,Injury/Illness - Right Knee; Soreness
6,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
7,,,,Portland Trail Blazers,"Adams, Jaylen",Out,Injury/Illness - Back; Pain
8,,,PHX@WAS,Phoenix Suns,"Lecque, Jalen",Out,Not With Team
9,,,,,"Oubre Jr., Kelly",Out,Injury/Illness - Right Knee; Rehab
10,,,,Washington Wizards,"Mathews, Garrison",Out,Personal Reasons
11,,06:30 (ET),BOS@MIL,Milwaukee Bucks,"Bledsoe, Eric",Out,Injury/Illness - Body; Return to play conditioning
12,,,,,"Connaughton, Pat",Out,Injury/Illness - Body; Return to play conditioning
13,,,,,"Mason, Frank",Probable,Injury/Illness - Back; Soreness
14,,,,,"Williams, Marvin",Doubtful,Injury/Illness - Left Groin; Strain
15,,08:00 (ET),SAC@SAS,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
16,,,,,"Len, Alex",Out,Injury/Illness - -; Re-Conditioning
17,,,,San Antonio Spurs,"Forbes, Bryn",Out,Injury/Illness - Right Quad; Tightness
18,,,,,"Lyles, Trey",Out,"Injury/Illness - "" ""; Appendectomy"
19,,09:00 (ET),HOU@DAL,Dallas Mavericks,"Lee, Courtney",Out,Injury/Illness - Left Calf; Injury
20,,,,,"Powell, Dwight",Out,Injury/Illness - Right Achilles; Surgery
21,,,,Houston Rockets,"Gordon, Eric",Out,Injury/Illness - Left Ankle; Sprain
22,08/01/2020,01:00 (ET),MIA@DEN,Denver Nuggets,,,NOT YET SUBMITTED
23,,06:00 (ET),NOP@LAC,LA Clippers,"Coffey, Amir",Questionable,Injury/Illness - Left Hip; Pointer
24,,,,,"Harrell, Montrezl",Out,Not With Team
25,,,,,"Williams, Lou",Out,Not With Team - Self Isolating
26,,07:00 (ET),PHI@IND,Indiana Pacers,"Bitadze, Goga",Questionable,Injury/Illness - Left Knee; Sore Left Knee
0,,,,,"Brogdon, Malcolm",Questionable,Injury/Illness - Not Available; Cervical Strain
1,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn Left ACL
2,,,,,"Sabonis, Domantas",Out,Injury/Illness - Left Foot; Left Foot Plantar Fasciitis
3,,,,Philadelphia 76ers,"Neto, Raul",Probable,Injury/Illness - Back; Lower back tightness
4,,,,,"Robinson III, Glenn",Doubtful,Injury/Illness - Left Hip; Pointer
5,,08:30 (ET),LAL@TOR,Los Angeles Lakers,"Davis, Anthony",Probable,Injury/Illness - Right eye; Sore right eye
6,,,,,"James, LeBron",Probable,Injury/Illness - Right groin; Sore right groin
7,,,,,"Kuzma, Kyle",Probable,Injury/Illness - Right ankle; Right ankle sprain
8,,,,Toronto Raptors,"Brissett, Oshae",Doubtful,Injury/Illness - Right Knee; Soreness
9,,,,,"McCaw, Patrick",Doubtful,Injury/Illness - Left Knee; Soreness
