,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,12/22/2020,07:00 (ET),GSW@BKN,Brooklyn Nets,"Claxton, Nicolas",Out,Injury/Illness - Right Knee; Tendinopathy
1,,,,Golden State Warriors,"Green, Draymond",Out,Injury/Illness - Right foot; soreness
2,,,,,"Smailagic, Alen",Out,Injury/Illness - Right Knee; Soreness
3,,10:00 (ET),LAC@LAL,LA Clippers,"Morris Sr., Marcus",Out,Injury/Illness - Right Knee; Soreness
4,12/23/2020,07:00 (ET),CHA@CLE,Charlotte Hornets,"Riller, Grant",Out,Injury/Illness - Left Knee; Injury
5,,,,Cleveland Cavaliers,"Dellavedova, Matthew",Out,Injury/Illness - Head; Concussion
6,,,,,"Exum, Dante",Out,Injury/Illness - Left Hip; Strain
7,,,,,"Love, Kevin",Out,Injury/Illness - Right Calf; Strain
8,,,,,"Porter Jr., Kevin",Out,Personal Reasons
9,,,MIA@ORL,Miami Heat,"Vincent, Gabe",Questionable,Injury/Illness - Right Knee; Procedure
10,,,,Orlando Magic,"Aminu, Al-Farouq",Out,Injury/Illness - Right Knee; Rehabilitation
11,,,,,"Ennis III, James",Out,Injury/Illness - Right Hamstring/calf; Strain
12,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Rehabilitation
13,,,NYK@IND,Indiana Pacers,"Bitadze, Goga",Out,Injury/Illness - Right Ankle; Sprain
14,,,,,"Bowen II, Brian",Out,Injury/Illness - Left Groin; Partial Tear
15,,,,,"Lamb, Jeremy",Out,Injury/Illness - Left Knee; Torn ACL
16,,,,,"Warren, T.J.",Questionable,Injury/Illness - Right Foot; Plantar Fasciitis
17,,,,New York Knicks,"Rivers, Austin",Out,Injury/Illness - Right Groin; sore
18,,,,,"Robinson, Mitchell",Probable,Injury/Illness - Right Ankle; sprained
19,,,,,"Smith Jr., Dennis",Probable,Injury/Illness - Left Quadricep; contused
20,,,,,"Spellman, Omari",Out,Injury/Illness - Right Knee; sore
21,,,WAS@PHI,Washington Wizards,,,Injury/Illness - Bilateral Eye; Bi-lateral epidemic
22,,,,,"Hachimura, Rui",Out,
23,,,,,,,keratoconjunctivitis
24,,,,,"Mathews, Garrison",Out,G League - Two-Way
25,,,,,"Winston, Cassius",Out,G League - Two-Way
26,,07:30 (ET),MIL@BOS,Boston Celtics,"Fall, Tacko",Out,Injury/Illness - Right Eye; Irritation
27,,,,,"Langford, Romeo",Out,Injury/Illness - Right Wrist; Surgery
0,,,,,"Walker, Kemba",Out,Injury/Illness - Left Knee; Strengthening
1,,,,Milwaukee Bucks,"Augustin, D.J.",Doubtful,Injury/Illness - Left Calf; Strain
2,,,NOP@TOR,New Orleans Pelicans,"Gabriel, Wenyen",Out,Injury/Illness - Right Knee/quadriceps; Tendinosis
3,,,,,"Magnay, Will",Out,Not With Team
4,,,,Toronto Raptors,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Surgery - Rehabilitation
5,,,,,"Powell, Norman",Questionable,Health and Safety Protocols
6,,08:00 (ET),ATL@CHI,Atlanta Hawks,"Capela, Clint",Doubtful,Injury/Illness - Left Achilles; Soreness
7,,,,,"Dunn, Kris",Out,Injury/Illness - Right Knee; Cartilage Disruption
8,,,,,"Goodwin, Brandon",Questionable,Injury/Illness - Right Elbow; Sprain
9,,,,,"Huerter, Kevin",Probable,Injury/Illness - Right Elbow; Soreness
10,,,,,"Okongwu, Onyeka",Out,Injury/Illness - Left Foot; Inflammation
11,,,,,"Reddish, Cam",Probable,Injury/Illness - Right Ankle; Soreness
12,,,,,"Rondo, Rajon",Out,Health and Safety Protocols
13,,,,,"Snell, Tony",Out,Injury/Illness - Right Foot; Inflammation
14,,,,Chicago Bulls,"Dotson, Devon",Questionable,Health and Safety Protocols
15,,,,,"Satoransky, Tomas",Questionable,Health and Safety Protocols
16,,,,,"Young, Thaddeus",Out,Injury/Illness - Left Lower Leg; Infection
17,,,DET@MIN,Detroit Pistons,"Sirvydis, Deividas",Out,Not With Team
18,,,,Minnesota Timberwolves,"McLaughlin, Jordan",Out,Health and Safety Protocols
19,,,,,"Nowell, Jaylen",Out,Injury/Illness - Left Soleus; Strain
20,,,OKC@HOU,Houston Rockets,"Clemons, Chris",Out,Injury/Illness - Right Achilles; Surgery
21,,,,,"McLemore, Ben",Out,Not With Team - Self Isolating
22,,,,Oklahoma City Thunder,"Ariza, Trevor",Out,Not With Team
23,,,,,"Jerome, Ty",Out,Injury/Illness - Left Ankle; Sprain
24,,,,,"Maledon, Theo",Out,Not With Team
25,,,SAS@MEM,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus Surgery Recovery
26,,,,,"Porter, Jontay",Out,Injury/Illness - Right Knee; Soreness
0,,,,,"Tillie, Killian",Out,Injury/Illness - Right Hamstring; Strain
1,,,,,"Tillman, Xavier",Out,Injury/Illness - Left Patellar; Tendinitis
2,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
3,,,,San Antonio Spurs,"Weatherspoon, Quinndary",Out,Injury/Illness - Left Knee; Surgery
4,,,,,"White, Derrick",Out,Injury/Illness - Left Toe; Surgery
5,,09:00 (ET),SAC@DEN,Denver Nuggets,"Green, JaMychal",Out,Injury/Illness - Left Calf; Strain
6,,,,,"Whittington, Greg",Out,Injury/Illness - Left Knee; Sprain
7,,,,Sacramento Kings,"Jeffries, DaQuan",Out,Injury/Illness - Back; Soreness
8,,,,,"Parker, Jabari",Out,Injury/Illness - Back; Tightness
9,,10:00 (ET),UTA@POR,Portland Trail Blazers,"Collins, Zach",Out,Injury/Illness - Left Ankle; Stress Fracture
10,,,,,"Little, Nassir",Out,Health and Safety Protocols
11,,,,,"Simons, Anfernee",Questionable,Injury/Illness - Left Hamstring; Strain
12,,,,Utah Jazz,"Favors, Derrick",Probable,Injury/Illness - Right Knee; Soreness
13,,10:30 (ET),DAL@PHX,Dallas Mavericks,"Kleber, Maxi",Probable,Injury/Illness - Right Knee; Effusion
14,,,,,"Porzingis, Kristaps",Out,Injury/Illness - Right Knee; Surgery
15,,,,Phoenix Suns,"Kaminsky, Frank",Out,Health and Safety Protocols
16,,,,,"Nader, Abdel",Out,Injury/Illness - N/a; Concussion Protocol
17,,,,,"Paul, Chris",Probable,Injury/Illness - Right Ankle; Soreness
18,,,,,"Saric, Dario",Out,Injury/Illness - Right Quad; Soreness
