,Game Date,Game Time,Matchup,Team,Player Name,Current Status,Reason
0,08/09/2020,12:30 (ET),WAS@OKC,Oklahoma City Thunder,"Adams, Steven",Available,Injury/Illness - Left Lower Leg; Contusion
1,,,,,"Roberson, Andre",Out,Injury/Illness - Right Ankle; Soreness
2,,,,,"Schroder, Dennis",Out,Personal Reasons
3,,,,Washington Wizards,"Mathews, Garrison",Out,Not With Team
4,,,,,"Napier, Shabazz",Probable,Injury/Illness - Right Ankle; Sprain
5,,02:00 (ET),MEM@TOR,Memphis Grizzlies,"Jackson Jr., Jaren",Out,Injury/Illness - Left Knee; Meniscus Tear
6,,,,,"Jones, Tyus",Out,Injury/Illness - Right Knee; Soreness
7,,,,,"Winslow, Justise",Out,Injury/Illness - Left Hip; Displacement
8,,,,Toronto Raptors,"Ibaka, Serge",Probable,Injury/Illness - Right eye; Scratch
9,,,,,"McCaw, Patrick",Out,Injury/Illness - Left Knee; Soreness
10,,,,,"Watson, Paul",Doubtful,Injury/Illness - Back; lower back soreness
11,,03:00 (ET),SAS@NOP,San Antonio Spurs,"Forbes, Bryn",Out,Injury/Illness - Right Quad; Tightness
12,,,,,"Lyles, Trey",Out,"Injury/Illness - "" ""; Appendectomy"
13,,,,,"Zeller, Tyler",Out,Injury/Illness - Right Knee; Bone Contusion
14,,05:00 (ET),ORL@BOS,Orlando Magic,"Carter-Williams, Michael",Out,Injury/Illness - Left Foot; Strained Tendon
15,,,,,"Fournier, Evan",Out,Injury/Illness - N/A; Illness - NON COVID
16,,,,,"Gordon, Aaron",Out,Injury/Illness - Left Hamstring; Strain
17,,,,,"Isaac, Jonathan",Out,Injury/Illness - Left Knee; Torn ACL
18,,06:30 (ET),PHI@POR,Philadelphia 76ers,"Robinson III, Glenn",Questionable,Injury/Illness - Left Hip; Pointer
19,,,,,"Simmons, Ben",Out,Injury/Illness - Left Knee; Patella subluxation
20,,,,Portland Trail Blazers,,,NOT YET SUBMITTED
21,,08:00 (ET),HOU@SAC,Houston Rockets,"Caboclo, Bruno",Out,Injury/Illness - Right Ankle; Sprain
22,,,,,"Gordon, Eric",Out,Injury/Illness - Left Ankle; Sprain
23,,,,,"Westbrook, Russell",Out,Injury/Illness - Right Quad; Contusion
24,,,,Sacramento Kings,"Bagley III, Marvin",Out,Injury/Illness - Right Foot; Sprain
25,,,,,"Bazemore, Kent",Questionable,Injury/Illness - Left Calf; Soreness
26,,,,,"Holmes, Richaun",Out,Injury/Illness - Right Hip; Soreness
0,,09:00 (ET),BKN@LAC,Brooklyn Nets,"Allen, Jarrett",Doubtful,Injury/Illness - Left Ankle; Sprain
1,,,,,"Crawford, Jamal",Out,Injury/Illness - Left Hamstring; Strain
2,,,,,"Harris, Joe",Doubtful,Injury/Illness - Left Groin; Contusion
3,,,,,"LeVert, Caris",Doubtful,Rest
4,,,,LA Clippers,,,NOT YET SUBMITTED
5,08/10/2020,02:30 (ET),OKC@PHX,Oklahoma City Thunder,,,NOT YET SUBMITTED
6,,,,Phoenix Suns,,,NOT YET SUBMITTED
7,,03:00 (ET),DAL@UTA,Dallas Mavericks,,,NOT YET SUBMITTED
8,,,,Utah Jazz,,,NOT YET SUBMITTED
9,,06:30 (ET),TOR@MIL,Milwaukee Bucks,,,NOT YET SUBMITTED
10,,,,Toronto Raptors,,,NOT YET SUBMITTED
11,,08:00 (ET),IND@MIA,Indiana Pacers,,,NOT YET SUBMITTED
12,,,,Miami Heat,,,NOT YET SUBMITTED
13,,09:00 (ET),DEN@LAL,Denver Nuggets,,,NOT YET SUBMITTED
14,,,,Los Angeles Lakers,,,NOT YET SUBMITTED
